OfficeName,Pincode
Aideopukhuri B.O,785690
Bengenabari B.O,785690
Teokghat B.O,785690
Naphuk B.O,785689
Mori Jhanji B.O,785682
Disobai B.O,782482
Langbangdingpi B.O,782482
Sologuri B.O,782123
Sonarigaon B.O,782123
Tuktuki B.O,782123
Aibheti B.O,782002
Kachamari Boragaon B.O,782002
Khutikatia B.O,782002
Dimaruguri B.O,782003
Hatipara B.O,782003
Kuthori B.O,782136
Seconee Borhola B.O,782136
Pioli Pukhuri B.O,785685
Rajmao B.O,785685
Dihing Mukh B.O,785671
Samukjan B.O,785671
Amkotia B.O,785697
Baghshumout B.O,785697
Chavatapalem B.O,523109
Cherukur B.O,523109
Ippagunta B.O,523109
Venkupalem B.O,523109
Ghangapur Sangam B.O,585212
Chinamgera B.O,585265
Sagnoor B.O,585265
Chik Kallur B.O,585310
Jeratagi B.O,585310
Kalhangarga B.O,585310
Mandewal B.O,585310
Rasanagi B.O,585310
Oorugonda B.O,506342
Banja BO,497231
Basdei BO,497231
Sirsi BO,497231
Chungudi BO,497235
Jarhi BO,497235
Bagodar B.O,494334
Chiprel B.O,494334
Deori B.O,493448
Dumali B.O,494334
Hatkongera B.O,494334
Sidhesar B.O,494334
Bhainsasur B.O,494665
Hagargi B.O,585102
Hire Bennur B.O,585102
Khandal B.O,585102
Aurad B.O,585212
Bidnoor B.O,585265
Chowdapur B.O,585265
Desanagi B.O,585310
Harnoor B.O,585310
Ijeri B.O,585310
Kasar Bhosga B.O,585310
Mudbal B B.O,585310
Sathkhed B.O,585310
Soan B.O,585310
Mocherla B.O,523291
Ravuru B.O,523291
Motipur BO,848210
Bhagwatpur BO,848127
Harpur Barhetta BO,848127
Manikpur BO,848127
Bharpura BO,848236
Buzurgdwar BO,848236
Nathudwar BO,848236
Bangarhatta BO,848209
Dasaut BO,848209
Lilhaul BO,848209
Srikameshwar Nagar BO,848209
Adharpur BO,848130
Manpura BO,848130
Akha Bishanpur BO,848132
Gaopur BO,848132
Pataili BO,848132
Garhsisai BO,848503
Kancha BO,848503
Simri BO,848503
Kubouliram BO,848131
Mohiuddinpur Rajwa BO,848131
Kanupurpalli B.O,524343
Kullur B.O,524343
Nagulavellatur B.O,524343
Nookanapalli B.O,524343
Polireddipalem B.O,524123
Sreedhanamalli B.O,524123
Venumbaka B.O,524123
Kattuvapalli B.O,524123
Venkatagiri B.O,518217
L.Polur B.O,518218
Nayakallu B.O,518218
Bagwan BO,802203
Barnaon BO,802203
Semraon BO,802203
Pitaru BO,802202
Bargaon  BO,802201
Madanpur BO,802201
Batardey BO,841405
Devapur BO,841405
Hassanpur Mathiya BO,841405
Kahla BO,841405
Hussepur BO,841426
Jagtauli BO,841426
Jignadubey BO,841426
Lamichaur BO,841426
BDMahuwan BO,841508
Jagdishpur BO,841508
Sahdi Giri BO,841508
Kaniyur(Beltangady) B.O,574217
Devachalla B.O,574218
Madappady B.O,574218
Belloor B.O,574219
Kedila B.O,574220
Padnur B.O,574220
Ballya B.O,574221
Karingana B.O,574222
Bandar B.O,574326
Barya B.O,574326
Charvaka B.O,574328
Ariadka B.O,574223
Arasinamakki B.O,574198
Shibaje B.O,574198
Machina B.O,574224
Balugodu B.O,574218
Nadugallu B.O,574218
Duttargaon B.O,585311
Chincholi H B.O,585312
Rajapur B.O,585312
Kalmandargi B.O,585313
Margutti B.O,585313
Okali B.O,585313
Rajnal B.O,585313
Alanga B.O,585314
Jawalga J B.O,585314
Bablad B.O,585316
Belkota B.O,585316
Madki B.O,585316
Muddadga B.O,585316
Hosurwadi B.O,585217
DAMPAYA B.O,494448
USKALED B.O,494448
BAMANPUR B.O,494446
GOTAIGUDA B.O,494446
Vadla B.O,494446
Bondanar B.O,494665
Bulawand BO,494665
Chanda BO,803212
Satya Bhaiya BO,803212
Badopur BO,803214
Dhabhma BO,803214
Kondi BO,803214
Parsawan BO,803214
Sahri BO,803214
Atnama BO,803213
Bhatgaon BO,803213
Mobarakpur BO,803213
Saksohra BO,803213
Daulatpur BO,803214
Chaknawada BO,803213
Darveshpur BO,803213
Bommireddipalli B.O,518216
Cherukulapadu B.O,518216
Nalkhamara B.O,784509
Dafalapota B.O,784114
Goriajhar B.O,784523
Kachubilhat B.O,784523
Ratanpur B.O,784523
Barampur B.O,784144
Dighirpar B.O,784144
Maugaon B.O,784528
Nashanshali B.O,784528
Sikari Banglow B.O,784528
Rowta Chariali B.O,784508
Murmela B.O,784521
Purandia B.O,784521
Barjalah B.O,784521
Puranbhowanipur B.O,781318
Sonafuli B.O,781318
Balabhitha B.O,781313
Guagacha B.O,781313
Balapet B.O,781317
Barnagarcollege B.O,781317
C Bazar B.O,781317
Medaghat B.O,781355
Niz Namati B.O,781355
Sathimuka B.O,781355
Angardhowa B.O,781344
Gerua B.O,781344
Nayabasti B.O,781344
Panigaon B.O,781303
Suradi B.O,781340
Nizbangalipara B.O,781333
Pub Baramchari B.O,781333
Saukuchi B.O,781333
Thanguri B.O,781333
Larkuchi B.O,781138
Dohar BO,841204
Soole Padavu B.O,574313
Benjanapadavu B.O,574219
Ankupa BO,824123
Bhakurahar BO,843313
Dumarbana BO,843313
Piprathi Punarvas BO,843313
Akhta BO,843313
BHarpur BO,843314
BMachacha BO,843314
BNarha BO,843314
BPhulwariya BO,843314
CTakiya BO,843314
Bokhtha BO,843315
D Kala BO,843315
D Khurd BO,843315
Dheng BO,843315
Kansar BO,843316
Kathaur BO,843316
P Tajpur BO,843316
T Chhapra BO,843316
Goraul Sharif BO,843318
Mahisautha BO,843318
Jadupatti Bazar BO,843319
Pirokhar BO,843319
Sujatpur BO,843319
Chaipura BO,843320
Gangati BO,843320
Vasana B.O,577516
Chaduragolla B.O,577553
Medekerenahalli B.O,577553
Ballur B.O,577525
Kanagondanahalli B.O,577525
Mathi B.O,577525
Amaravathi B.O,577601
Guttur B.O,577601
Eksar BO,841204
Lejuar BO,841205
Sonia BO,841205
Puchitikala BO,841206
Haraji BO,841207
Jaitipur BO,841207
Nachap BO,841208
Rith BO,841208
Dumaigarh BO,841209
Pali BO,495448
Rajkamma BO,495445
Rawa BO,495445
Bagrad BO,495118
Nonbirra BO,495449
Nunera BO,495449
Ranjana BO,495449
Shish BO,495449
Padar BO,385560
Totana BO,385560
Chhaniyana BO,385410
Semodra BO,385410
Bhatvar BO,385575
Dendava BO,385575
Padan BO,385575
Vasarda BO,385575
MFarakpur BO,843116
Sitabdiara BO,841312
Bhainsmara BO,841311
Katsa BO,841311
Rampur BO,841311
Khalpura BO,841211
Tarwar BO,841419
Tejpurwa BO,841419
Dumri BO,841424
Gawandri BO,841424
Lauwa BO,841424
Arna BO,841417
Ekdanga BO,803213
Hazipur Belaur BO,803213
Khajurar BO,803213
Mahammadpur BO,803213
Ghoswari BO,803212
Ramnagar Diara BO,803212
Sabnima Khurd BO,803212
Agwanpur BO,803214
Bahrawan BO,803214
Gowasa Shikhpura BO,803214
Ranabigha BO,803214
Sarhan BO,803214
Andauli BO,803213
Berhana BO,803213
Masathu BO,803213
Nadama Tola BO,803213
Baruane BO,803307
Nadakuduru B.O,521126
Vakkalagadda B.O,521126
Edlalanka B.O,521122
Khorma BO,852133
Marauna BO,852133
Mungraha,847452
Barhara,847452
BELHA,847452
Mulagaon B.O,783380
Bholebatabari B.O,781364
Nawkata B.O,781364
Dumuria Piradhara B.O,783384
Pachania B.O,783382
Kokila B.O,783392
Numberpara B.O,783392
Bhotguti Huramara B.O,783383
Kheluapara B.O,783371
Kirtanpara B.O,783384
Latibari B.O,783384
Nayasatra B.O,783384
Bahrauli BO,841417
Amani B.O,781306
Gamerimuri B.O,781306
Gopalthan B.O,781334
Janigog B.O,781334
Amingaon Chowk B.O,781343
Jalagaon B.O,781373
Nankarbhaira B.O,781369
Arangmow B.O,781347
Athgharia B.O,781347
Darangapar B.O,781360
Haziragaon B.O,781360
Bhojkuchi B.O,781374
Jalkhana B.O,781374
Bagalsroad Chowk B.O,781348
Barkuriha B.O,781348
Budrukuchi B.O,781348
Narayanpur B.O,781126
Banbari B.O,781372
Barimukh B.O,781372
Dihira B.O,781372
Kataligaon B.O,781372
Uttarbarsiral B.O,781349
Rajartilla B.O,788805
Krishnapur B.O,788025
Mahadevpur B.O,788025
Harinetilla B.O,788011
Irongmara Bazar B.O,788011
Algapur B.O,788101
Zion B.O,788820
Dibari B.O,788819
Dintharveng B.O,788819
Kanabasti B.O,788819
Michidui B.O,788819
Narsingwari B.O,788819
Bandarkhal B.O,788818
Harinagar Bazar B.O,788107
Virpur BO,391165
Zoz BO,391165
Palasani BO,391152
Pakari BO,841417
Dongakharod BO,495554
Kharkhod BO,495554
Kosir BO,495554
Siltara BO,495335
Sonthi M BO,495335
Sutarra BO,495445
Chadhedi BO,495118
Batra BO,495449
Choktipani BO,495117
Neosa BO,495117
Pakaria BO,495117
Pendra Road Sanotorium BO,495117
Varetha BO,384325
Vithoda BO,384325
Kharod BO,384540
Mandali BO,384540
Gambhu BO,384412
ALODA B.O,384005
NUGAR B.O,384005
PALODAR B.O,384005
Sundarpur BO,384560
Bhatvas BO,384330
Bhimpura BO,384330
Tarangaji Temple BO,384330
Vaghawadi BO,384335
Valasana BO,384335
Dabhi BO,384170
Ranchhodpura BO,384170
Sihi BO,384170
Sunok BO,384170
Upera BO,384170
Kahipur BO,384355
Karbatia BO,384355
Sabalpur BO,384355
Bhavsor BO,384570
Kenduguri B.O,785697
Charagua B.O,785672
Desanghat B.O,785672
Dhopabar B.O,785687
Gormur Miri Gaon B.O,785687
Ramaniali B.O,785686
Borghuli Sapmar B.O,782120
Dakhin Beloguri B.O,782120
Deorigaon B.O,782144
Uttar Petboha B.O,782144
Bamuni B.O,782102
Barpanigaon B.O,782141
Kakhorigaon B.O,782141
Marangialgaon B.O,782141
Rahagaon B.O,782103
Saragaon B.O,782103
Kumargaon B.O,782125
Saidoria B.O,782125
Tarabari B.O,782125
Barjuri B.O,782139
Bheleoguri B.O,782140
Kawaimari B.O,782140
Mowamari B.O,782140
Borlung B.O,787057
Gohaingaon B.O,787057
Deihari B.O,782490
Mothurapur B.O,785689
Nimonagarh B.O,785689
Dillai B.O,782480
Gautambasti B.O,782480
Daldali B.O,782470
Dwajungphang B.O,782470
Dewanbasti B.O,782462
Cherakani B.O,782441
Dentaghat B.O,782441
Panjuri B.O,782441
Borthal B.O,782485
Taradubi B.O,782485
Hojai R.S. B.O,782435
Bilia BO,384570
Devpura BO,384570
Falu BO,384570
Bhalak BO,384315
Denap BO,384315
Gunja BO,384315
Maksudpur BO,843117
Manpur Ratnauli BO,843116
BKesho BO,843118
Balthi Mushahari BO,843118
Chiraila BO,843118
Bela BO,847408
Bheja BO,847408
Chunni BO,847408
Ramchandra BO,847408
Tardiha BO,847408
Tengraha BO,847408
Kariot BO,847108
Kukurdaura BO,847108
Dhanchhiha Baruar BO,847108
Mahadev Math BO,847452
Narendrapur BO,847452
Chorghatta BO,843111
MBalmi BO,843111
Jasauli BO,843111
Pakari BO,843111
Amnaur BO,843129
Atrar BO,843129
Saraiya Bazar BO,843112
Bhatauna BO,843113
Harihara Fort B.O,577601
Anaburu B.O,577528
Chikkamallanahole B.O,577528
Hosakere B.O,577528
Kyasenahalli B.O,577528
Mustur B.O,577528
Basavanahal B.O,577002
Attigere B.O,577514
Modankap B.O,574219
Idkidu B.O,574220
Kudippady B.O,574220
Yedamangala B.O,574221
Gumma B.O,535145
Longuparthi B.O,535145
Sankili B.O,532440
Tampatapalli B.O,532440
Vatapagu B.O,532440
Voni B.O,532440
Krishnapalli B.O,535502
Buduruwada B.O,535527
Dabbagedda B.O,535527
Dokiseela B.O,535527
Gochekka B.O,535527
Ankavaram B.O,535525
Basangi B.O,535525
Naguru B.O,535525
Pedabuddidi B.O,535525
Sunki Agraharam B.O,535525
Sambham B.O,532443
Rajulagumada B.O,532461
Talagam B.O,532461
Kottisa B.O,532461
Gumada B.O,532460
Kadakella B.O,532460
Ravada B.O,531162
Modavalasa B.O,531162
Tatavari Kittali B.O,535220
Devada B.O,535183
Gangubudi B.O,535183
Viyyammapeta B.O,535183
Bhaligattam B.O,535183
Uttarapalli B.O,535183
Khasapeta B.O,535161
R G Peta B.O,535161
Bolanthuru B.O,574222
Kodapadavu B.O,574222
Karaya B.O,574326
Bobbekri B.O,574328
Dolpady B.O,574328
Karopady B.O,574279
Kudupallathadka B.O,574279
Badagannur B.O,574223
Petrame B.O,574198
Kuvettu B.O,574224
Gopanahalu B.O,577514
Bannikodu B.O,577516
Bilasanur B.O,577516
Dulehole B.O,577516
Kadrinayakanahalli B.O,577516
Kaidale B.O,577525
Kukkuwada B.O,577525
Belludi B.O,577601
Mutlupur BO,843115
Noonfara BO,843115
DRSah BO,842002
Mushahari Farm BO,842002
Sheikhpur BO,842002
Bhadai BO,843116
Dakrama BO,843116
Dharampur BO,843117
Bandepalli B.O,524405
Cherlopalli B.O,524405
Kuricherlapadu B.O,524405
Sadipur BO,848133
Batrakagallu B.O,524315
Gogulapalli B.O,524315
Purini B.O,524315
Velicherla B.O,524315
Bommavaram B.O,524302
Kamireddypadu B.O,524302
Mangupalli B.O,524302
Kottur B.O,524004
Chavatabheemavaram B.O,524304
Panugodu B.O,524304
Apparaopalem B.O,524322
Murugalla B.O,524322
Penubarthi B.O,524346
Pottempadu B.O,524346
Isakapalem B.O,524305
Chintareddypalem B.O,524003
P.S.R Nagar B.O,524003
Siddipuram B.O,524306
Makthapuram B.O,524306
Peddaputtedu B.O,524317
Uppalapadu B.O,524317
Bahadurpur BO,848114
Bajitpur Meari BO,848114
Belamegh BO,848114
Bombaiya Harlal BO,848114
Chapta BO,848114
Depura BO,848114
Rampur Jalalpur BO,848114
Singapeta B.O,524315
Sengpur BO,391152
Sodhaliya BO,391152
Vaguma BO,391152
Wagach BO,391152
Motibumadi BO,391135
Muldhar BO,391135
Segwa Simli BO,391135
Athadungri BO,391170
Manka BO,391170
Navalja BO,391170
Pipaldi BO,391170
Kadachhala BO,391140
Kalidoli BO,391140
Amroli BO,391150
Baroli BO,391150
Bharvada BO,391150
Chametha BO,391150
Dhamasiya BO,391150
Dharsimel BO,391150
Ghantoli BO,391150
Kaledia BO,391150
Kaliyapura BO,391150
Pochamba BO,391150
Raipur BO,391150
Sindhikuva BO,391150
Tanakhala BO,391150
Kanalva BO,391168
Karanjwant BO,391168
Khatiawant BO,391168
Manavant BO,391168
Motaghoda BO,391168
Mundamore BO,391168
Aniyadri BO,391160
Bar BO,391160
Baravad BO,391160
Kauri Pathar B.O,784170
Nandikeswar B.O,784180
Taticherlapalem B.O,524315
Bedusupalli B.O,524302
Kethugunta B.O,524302
Lingamgunta B.O,524302
Kondlapudi B.O,524004
Mulumudi B.O,524004
Peddabbipuram B.O,524304
Depur B.O,524322
Nagulapadu B.O,524322
Nuvvurupadu B.O,524322
Mamidipudi B.O,524346
Pidathapoluru B.O,524346
Chellayapalem B.O,524305
Jonnavada B.O,524305
Rebala B.O,524305
Reddypalem B.O,524305
Kattubadipalem B.O,524305
Bhaktavatsalanagar B.O,524003
Gundlapalem B.O,524003
Annareddypalem B.O,524306
Turimerla B.O,524317
Gudipadu B.O,524234
Kammavaripalem B.O,524234
Zammavaram B.O,524234
Lebur B.O,524314
Dharmarao Cheruvupalli B.O,524307
Kona Samudram B.O,524307
Narampeta B.O,524307
Inamadugu B.O,524137
Mudivarthi B.O,524137
Pothireddypalem B.O,524137
Bheemavaram B.O,524312
Siliguri B.O,782435
Singaribasti B.O,782435
Amonigaon B.O,782481
Bobilgaon B.O,782481
Debasthan Bazar B.O,782481
Panditghat B.O,782481
Rajapathar B.O,782481
Jungle Block B.O,782428
Amrang B.O,782448
Derapathar B.O,782446
Gosaigaon B.O,782446
Mailoo Bazar B.O,782446
Nakhuti Bazar B.O,782446
Thaisupar B.O,782446
Barlongpher B.O,782447
Khengergaon B.O,782447
Lumding Bazar B.O,782447
Mahendijua B.O,782461
Charing B.O,782439
Karayani B.O,782439
Barangatoli Bazar B.O,782445
Kaki B.O,782442
Panjaborpathar B.O,782450
Bharamapuri Extension B.O,577601
Hanagawadi B.O,577601
Kalledevarapura B.O,577528
Sokke B.O,577528
Hebbal B.O,577556
Honnur B.O,577556
Gudahal B.O,577512
Diddige B.O,577513
Murikunte B.O,577513
Kandagal B.O,577514
Malalkere B.O,577514
Siramagondanahalli B.O,577005
Kamalapura B.O,577516
Sirigere (Harihara) B.O,577516
Yelehole B.O,577516
Helekallu B.O,577553
Mustegerahalli B.O,577553
CHIKKABUDIHAL BO,577006
Hlebathi B.O,577566
Kunibelakere B.O,577601
Bathasli BO,843326
Babhangama BO,843327
Bairiya BO,843327
Khairwa BO,843327
Ghatrain BO,824208
Ankora RS BO,824303
Barem BO,824303
Chainpur BO,824303
J H Tendua BO,824301
Kandi BO,824301
RAMPUR B.O,824301
Amilauna BO,824124
B Sagarpur BO,824124
Malwan BO,824124
Lorenthepi B.O,782482
Samaguri Bazar B.O,782482
Bogijan B.O,782490
Jongpha B.O,782490
Deithor B.O,782480
Dillai Parbat B.O,782480
Laharijan B.O,782480
Sarihajan B.O,782480
Deopani B.O,782470
Japrajan B.O,782470
Baghmari B.O,782462
Dilaji B.O,782462
Rengkimi Village B.O,782462
Biswanathpathar B.O,782441
Langhin Manikpur B.O,782441
Solaguri B.O,784180
Alupara B.O,784178
Pulisomoni No.1 B.O,784178
Balipukhuri Tiniali B.O,784154
Sonaipam B.O,784102
Tinikhuti B.O,784173
Dhankhana B.O,784506
Balijuri B.O,784182
Hatinga B.O,784182
Tengabasti B.O,784025
Uriamguri B.O,784025
Thakurbari B.O,784505
Kacharison B.O,784117
Khanaguri B.O,784175
Rakhsyashmari B.O,784507
Diphalu Satra B.O,784169
Kharaiguri B.O,784169
Bogipukhuri B.O,784112
Godamghat B.O,784101
Bakori Doloni B.O,784172
Balijan B.O,784172
Batiamari B.O,784179
Da Parbatia B.O,784150
Bapubheti B.O,784153
Cherelia B.O,784167
Rampur Darrang B.O,784167
Phulaguri B.O,784504
Gelapukhuri B.O,784176
Monabari B.O,784176
Chudel BO,391160
Devalia BO,391156
Harakhapur BO,391160
Jaloda BO,391156
Kadvad BO,391160
Kohivav BO,391160
Pani BO,391160
Raisingpura BO,391156
Umarva BO,391160
Valothi BO,391160
Bangapura BO,391145
Bortalav BO,391145
Nandpur BO,391145
Picchuwada BO,391145
Vasan Sevada BO,391145
Saudarvitha B.O,781318
Mazgaon B.O,781313
Bhalukadoba B.O,781317
Duramari B.O,781317
Suliakata B.O,781317
Karemura B.O,781355
Nathkuchi B.O,781355
Bagulamari B.O,781344
Muktapur B.O,781344
Kathalbari B.O,781346
Madhapur B.O,781346
Murmela B.O,781346
Dangarmakha B.O,781333
Chapaguri B.O,783380
Khwaja Dolaigaon B.O,783380
Natunpara B.O,783380
Barjana B.O,783382
Adlaguri B.O,783392
Chakihali B.O,783392
Chakla B.O,783392
Simlaguri B.O,783381
Khagarpur B.O,783383
Sidalsati B.O,783383
Kayetpara B.O,783389
Nilokhia B.O,783128
Piazbari B.O,783128
MADANDI,828205
Chandore BO,828121
Brahmandiha BO,828402
Ratanpur  BO,828109
Nagnagar BO,826004
Daludih BO,826006
Kharni BO,826006
Tisra BO,828115
Burragarh BO,828117
Bara Putki BO,828116
BARWATANR,828109
Murradih BO,826004
Kherdi BO,363520
Nava BO,363520
Rajpara BO,363520
Reshamiya BO,363520
Karol BO,363410
Korda BO,363410
Laliyad BO,363410
Mojidad BO,363410
Seri Khawaja BO,185121
Sialan BO,185121
Mandar Vidyapith BO,813104
Nayagaon BO,813104
Sabalpur BO,813104
Sukhia Barhet BO,813104
Jokta Fatehpur BO,814131
Lohari BO,814131
Charkapathar BO,813106
Jaipur BO,813106
Tetaria BO,813106
Uparchakmarhia BO,813106
Bishanpur BO,813207
Fullidumar BO,813207
Pasmanandpur BO,813207
Rauja BO,813207
Pothia BO,813205
Prasasthdih BO,813205
Roshanpur BO,813206
Sian BO,813206
Badluchak BO,813105
Bishanpur BO,813105
Buzurgharna BO,813105
Semaria BO,812005
Bharamarpur BO,853201
Gouripur BO,853201
Jhandapur BO,853201
Sonbarsa BO,853201
Shankarpur BO,812004
Dhanokhar,813204
Dhubai BO,813204
Kairia BO,813204
Sohail BO,813204
Trimohan BO,813204
MAHESHADIH,813202
MANJIRA GOURIPUR,813202
MERHA,813202
Basmatta BO,813202
Manjhili Matihani BO,813202
Hidilatari B.O,781138
Kachuapathar B.O,781138
Kekankuchi B.O,781138
Gandhia B.O,781304
Pachimchamata B.O,781306
Balilecha B.O,781334
Barazara B.O,781334
Mugkuchi B.O,781334
Terechia B.O,781334
Chaibari B.O,781343
Uttar Amloga B.O,784103
Bhalukpong B.O,784103
Gormara B.O,784111
Mejengjuli B.O,784111
Pirakata No.2 B.O,784110
Rangagora Darrang B.O,784110
Singri B.O,784110
Upper Panbari B.O,784110
Bokajan B.O,784105
Poken No.1 B.O,784168
Langhin Tiniali B.O,782441
Padumpukhuri B.O,782441
Phulani B.O,782441
Honlokrok B.O,782485
Tumpreng B.O,782485
Gopalnagar B.O,782435
Komorakata B.O,782435
Padumpukhuri B.O,782435
Telibasti B.O,782435
Borbali B.O,782481
Okrang B.O,782481
Palakamati B.O,782481
Rongkut B.O,782481
Barapatia B.O,782428
Dayangmukh B.O,782448
Sangsiga Bazar B.O,782448
Hawaipur B.O,782446
Narainpur BO,824124
Panti BO,824125
Pogar BO,824125
CDharharwa BO,843328
Chandwara BO,843328
Beri Khiriawan BO,824208
Salaiya BO,824208
Beri BO,824208
Khadiha Kerka BO,824303
Naur BO,824303
Simra BO,824303
Sonaura BO,824303
Bara BO,824301
Chandragarh BO,824301
ITWAN BO,824301
Bariyawan B.O,824301
Bel BO,824124
Jai Govind Nagar BO,824124
Kaithi BO,824124
Kara BO,824124
Golzam B.O,535161
Lingampeta B.O,535161
Andra B.O,535273
Chintalapeta B.O,535280
Nadupuru B.O,535280
Jarajapupeta B.O,535217
Kondavelagada B.O,535217
Nagallavalasa B.O,535217
Vallapuram B.O,535217
Ginjeru B.O,535221
Godiyada B.O,535221
Kothavalasa B.O,535221
Maradam B.O,535580
Kharikhana B.O,782446
Laskarpathar B.O,782446
Mainapur Bazar B.O,782446
Tiniali Bazar B.O,782446
Harlongpher B.O,782447
Langcholiet B.O,782447
Nailalung B.O,782447
Taralangso No 1 B.O,782447
Longnit B.O,782461
Hahkhati B.O,786154
Kadamoni B.O,786145
Lohari B.O,786146
Netaji Road B.O,786159
Gakhirbheti B.O,786156
Lainagaon B.O,786156
Khajuapatir B.O,787055
Kherkatamukh B.O,787055
Manikachuk B.O,787055
Medhisutigaon B.O,787055
Ouguri Dangdhara B.O,787055
Bhatowkuchi B.O,784165
Irlapadu B.O,524312
Gopalapuram B.O,524344
Narikellapalli B.O,524344
Chakhaji BO,848115
Dharmagatpur Bathua BO,848115
Malikaur BO,848115
Thahra Gopalpur BO,848115
Sakarpura BO,848205
Sasan BO,848205
Hansopur BO,848117
Jahangirpur Kothia BO,848117
Karian BO,848117
Rebra BO,848117
Sadipurghat BO,848117
Shankarpur BO,848117
Vijayaramapuram B.O,535580
Datti B.O,535580
Pedachamalapalli B.O,535580
Sarayyavalasa B.O,535580
Chodamma Agraharam B.O,535204
Govindapuram B.O,535204
Gumpam Agraharam B.O,535204
Perapuram B.O,535204
Challavanithota B.O,535204
Alugolu B.O,535218
Kothapeta B.O,535218
Gushini B.O,535218
Gudivada B.O,531162
Palli Gandredu B.O,535220
Tettangi B.O,535220
K R Peta B.O,535183
Tummukapalli B.O,535183
V B Puram B.O,535183
Kummapalli B.O,535183
Khudwan BO,824124
Kharsan BO,843327
Maudah BO,843327
P Pataniya,843327
Riga Gote BO,843327
Amghatta BO,843302
Anhari BO,843302
B Piprarhi BO,843302
Banchauri BO,843302
FGirmishani BO,843302
Harnahiya BO,843302
KSiroman BO,843302
Kishanpur BO,843302
Soman BO,848117
Mordiwa BO,848134
Dhrubgama BO,848302
Jagdish Paran BO,848302
Janardanpur BO,848302
Jitwaria BO,848302
Mahmadpur Sakra BO,848160
Mehsi BO,848160
Samartha BO,848160
Begampur BO,848101
BhDhurlak BO,848101
Hansa BO,848101
Harpur Ailoth BO,848101
LBPura BO,848101
Lagunia Raghukanth BO,848101
Lagunia Surya Kanth BO,848101
Purnahi BO,848301
Chaksikandar BO,848122
Jahangirpur Lagma BO,848208
Sibaisingpur BO,848502
Nikaspur Nisfi BO,848121
Rajabari B.O,784168
Simaluguri B.O,784168
Sonapur B.O,784168
Amlakhi Dalani B.O,784170
Mazukuchi B.O,784178
Mikirborachuk B.O,784178
Japadang B.O,781343
Pakhamara B.O,781343
Barchakadal B.O,781373
Barajol B.O,781369
Guakuchi B.O,781369
Niz Pakowa B.O,781353
Barpit B.O,781378
Khakharisal B.O,781310
Gobradal B.O,781370
Baridatara B.O,781351
Burinagar B.O,781341
Angarkata B.O,781360
Chechapani B.O,781360
Menaka B.O,781360
Patkijuli B.O,781360
Joyput PT III B.O,788107
Kamranga B.O,788107
Kanakpur East B.O,788107
Leiri B.O,788107
Dautohaza B.O,788830
Hange B.O,788830
Laisang Bagan B.O,788830
Lasang B.O,788830
Hajang B.O,788831
Hazadisha B.O,788831
Bhaka BO,391152
Dani BO,391152
Kharmada BO,391152
Nalvant BO,391152
Ambadungar BO,391170
Raisingpura BO,391170
Saidivasana BO,391170
Umathi BO,391170
Ramapur Maheshpur BO,848121
Raghopur BO,848211
Sakhmohan BO,848211
Surauli BO,848211
Indrawara BO,848505
Khalispur BO,848505
Chaksaho BO,848504
Dharampur Bandey BO,848504
Gorgama BO,848504
Tolikola BO,854330
Ashinchak BO,848114
Ghataho BO,848114
Rajpur BO,813202
Bhurna BO,813104
CHUAPANI BO,813104
Phaga BO,813104
Shyambazar BO,813104
Inarabaran BO,814131
Kumartar BO,814131
Bhelwa BO,813106
Kamdeodih BO,813106
Tonapathar BO,813106
Beldiha BO,813207
Itahari BO,813206
Sukhari BO,813206
Bhitia BO,813207
Saguni BO,813211
ABHYUDAY ASHRAM,813101
Habibpur BO,812005
S S Lane BO,812005
Dhuibelari BO,813201
Karaharia BO,813201
Dharampurrahi BO,853201
Hario BO,853201
LaTTIPUR BO,853201
Milki BO,853201
Fatehpur BO,812004
Ranuchakmakandpur BO,812004
Amdanda BO,813204
Dhanoura BO,813204
Laxmipur Babhania BO,813204
Silhan BO,813204
Srimatpur Belsar BO,813204
Baliskadma BO,813205
Bishanpur BO,813205
Mangachak BO,813205
Rahmandih BO,813205
Sanhoula BO,813205
Mypa B.O,534186
Pullalapadu B.O,534112
Appannapeta B.O,534186
Garagaparru B.O,534186
Pathada BO,813101
Pawai SO BanBO,813101
Dasgram BO,855102
B BALRAMPUR BO,854317
Rajwara BO,813101
Sultanpur BO,813101
Surhari BO,813101
Telia Lowgain BO,813101
SAMUKHIYAMORE,813101
BARHUNA BO,813103
Dhakamor BO,813103
Jagatpur BO,813103
Kajhia BO,813103
Dommeru B.O,534342
Kapavaram B.O,534342
NANDIGAMPADU B.O,534342
Lnd Peta B.O,534318
Pragadapalli B.O,534318
Reddinagampalem B.O,534318
GANGOLE B.O.,534318
Cherukumilli B.O,534316
Chinnayagudem B.O,534316
Bangarampeta B.O,534315
Mamidigondi B.O,534315
Paidipaka B.O,534315
D.Muppavaram B.O,534302
Gopavaram B.O,534302
Pandalaparru B.O,534302
Parsauni BO,843302
Dalkawa BO,843330
Barahi BO,843331
Meghpur BO,843331
Aghar BO,384265
Dharpur BO,384265
Kansa BO,384265
Kalyana BO,384265
Dunawada BO,384265
Rampura BO,384265
Kamliwada BO,384265
Sagodiya BO,384265
Der BO,384110
Kani BO,384110
Brahmanwada BO,384220
Zilia BO,384225
Bilia BO,384240
Boratwada BO,384240
Dhadhana BO,384240
